"eid","subject_abbreviation","subject"
"2-s2.0-85095813597","Atmos","Atmosphere"
"2-s2.0-85087013963","Atmos","Atmosphere"
"2-s2.0-85094102073","Atmos","Atmosphere"
"2-s2.0-85088568889","Atmos","Atmosphere"
"2-s2.0-85085765013","Atmos","Atmosphere"
"2-s2.0-85081088467","Atmos","Atmosphere"
"2-s2.0-85086464925","Atmos","Atmosphere"
"2-s2.0-85078092682","Atmos","Atmosphere"
"2-s2.0-85088558494","Atmos","Atmosphere"
"2-s2.0-85096019299","Atmos","Atmosphere"
"2-s2.0-85087886589","Atmos","Atmosphere"
"2-s2.0-85087985876","Bio","Bioshpere"
"2-s2.0-85091966419","Bio-M","Biosphere - Marine"
"2-s2.0-85096166990","Bio-M","Biosphere - Marine"
"2-s2.0-85098476254","Bio-M","Biosphere - Marine"
"2-s2.0-85074613498","Bio-M","Biosphere - Marine"
"2-s2.0-85077940907","Bio-M","Biosphere - Marine"
"2-s2.0-85092612972","Bio-M","Biosphere - Marine"
"2-s2.0-85081296681","Bio-M","Biosphere - Marine"
"2-s2.0-85076100987","Bio-M","Biosphere - Marine"
"2-s2.0-85078231729","Bio-M","Biosphere - Marine"
"2-s2.0-85097935085","Bio-M","Biosphere - Marine"
"2-s2.0-85072224476","Bio-M","Biosphere - Marine"
"2-s2.0-85083284559","Bio-M","Biosphere - Marine"
"2-s2.0-85078254010","Bio-M","Biosphere - Marine"
"2-s2.0-85082131815","Bio-M","Biosphere - Marine"
"2-s2.0-85074847954","Bio-M","Biosphere - Marine"
"2-s2.0-85097385230","Bio-M","Biosphere - Marine"
"2-s2.0-85070841686","Bio-M","Biosphere - Marine"
"2-s2.0-85087747146","Bio-M","Biosphere - Marine"
"2-s2.0-85094974319","Bio-M","Biosphere - Marine"
"2-s2.0-85084280472","Bio-M","Biosphere - Marine"
"2-s2.0-85088373247","Bio-M","Biosphere - Marine"
"2-s2.0-85094170395","Bio-M","Biosphere - Marine"
"2-s2.0-85092657483","Bio-M","Biosphere - Marine"
"2-s2.0-85072677389","Bio-M","Biosphere - Marine"
"2-s2.0-85096814862","Bio-M","Biosphere - Marine"
"2-s2.0-85076096518","Bio-M","Biosphere - Marine"
"2-s2.0-85082491684","Bio-M","Biosphere - Marine"
"2-s2.0-85086571938","Bio-M","Biosphere - Marine"
"2-s2.0-85079721230","Bio-M","Biosphere - Marine"
"2-s2.0-85088130894","Bio-M","Biosphere - Marine"
"2-s2.0-85083280641","Bio-M","Biosphere - Marine"
"2-s2.0-85085200362","Bio-M","Biosphere - Marine"
"2-s2.0-85079421725","Bio-M","Biosphere - Marine"
"2-s2.0-85089383205","Bio-M","Biosphere - Marine"
"2-s2.0-85082006246","Bio-M","Biosphere - Marine"
"2-s2.0-85102055969","Bio-M","Biosphere - Marine"
"2-s2.0-85087757441","Bio-M","Biosphere - Marine"
"2-s2.0-85087608144","Bio-M","Biosphere - Marine"
"2-s2.0-85091031851","Bio-M","Biosphere - Marine"
"2-s2.0-85085620427","Bio-M","Biosphere - Marine"
"2-s2.0-85089360078","Bio-M","Biosphere - Marine"
"2-s2.0-85088502226","Bio-M","Biosphere - Marine"
"2-s2.0-85071583190","Bio-M","Biosphere - Marine"
"2-s2.0-85072034570","Bio-M","Biosphere - Marine"
"2-s2.0-85094900430","Bio-M","Biosphere - Marine"
"2-s2.0-85084185835","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85079015533","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85090869747","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85081158206","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85078556400","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85083386402","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85098205018","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85085212283","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85085379899","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85075373575","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85082421322","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85079726234","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85096369846","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85095848493","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85082962457","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85086921892","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85092606371","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85082853291","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85083855289","Cryos","Cryosphere"
"2-s2.0-85086593044","Cryos","Cryosphere"
"2-s2.0-85082311422","Cryos","Cryosphere"
"2-s2.0-85082332762","Cryos","Cryosphere"
"2-s2.0-85096140112","Cryos","Cryosphere"
"2-s2.0-85085248934","Cryos","Cryosphere"
"2-s2.0-85076911669","Cryos","Cryosphere"
"2-s2.0-85095933076","Cryos","Cryosphere"
"2-s2.0-85078304934","Cryos","Cryosphere"
"2-s2.0-85089905202","Cryos","Cryosphere"
"2-s2.0-85096017317","Cryos","Cryosphere"
"2-s2.0-85097501572","Cryos","Cryosphere"
"2-s2.0-85092459270","Cryos","Cryosphere"
"2-s2.0-85088308563","Cryos","Cryosphere"
"2-s2.0-85088027070","Cryos","Cryosphere"
"2-s2.0-85092274444","Cryos","Cryosphere"
"2-s2.0-85079571171","Cryos","Cryosphere"
"2-s2.0-85091448253","Cryos","Cryosphere"
"2-s2.0-85089833018","Cryos","Cryosphere"
"2-s2.0-85092726812","Cryos","Cryosphere"
"2-s2.0-85092707411","Cryos","Cryosphere"
"2-s2.0-85097975645","Cryos","Cryosphere"
"2-s2.0-85086354133","Cryos","Cryosphere"
"2-s2.0-85092296071","Cryos","Cryosphere"
"2-s2.0-85091209345","Cryos","Cryosphere"
"2-s2.0-85071557610","Cryos","Cryosphere"
"2-s2.0-85091781611","Cryos","Cryosphere"
"2-s2.0-85094200116","Cryos","Cryosphere"
"2-s2.0-85086447395","Cryos","Cryosphere"
"2-s2.0-85087511405","Cryos","Cryosphere"
"2-s2.0-85083096297","Geosp","Geosphere"
"2-s2.0-85083745261","Geosp","Geosphere"
"2-s2.0-85079482262","Geosp","Geosphere"
"2-s2.0-85083819697","Geosp","Geosphere"
"2-s2.0-85075553883","Geosp","Geosphere"
"2-s2.0-85078221987","Geosp","Geosphere"
"2-s2.0-85090786553","Geosp","Geosphere"
"2-s2.0-85088221000","Geosp","Geosphere"
"2-s2.0-85079480462","Geosp","Geosphere"
"2-s2.0-85086786100","Geosp","Geosphere"
"2-s2.0-85073813154","Geosp","Geosphere"
"2-s2.0-85089853259","Geosp","Geosphere"
"2-s2.0-85072900176","Geosp","Geosphere"
"2-s2.0-85088617119","Geosp","Geosphere"
"2-s2.0-85081998545","Geosp","Geosphere"
"2-s2.0-85074524874","Geosp","Geosphere"
"2-s2.0-85098236758","Geosp","Geosphere"
"2-s2.0-85084804398","Geosp","Geosphere"
"2-s2.0-85094117876","Geosp","Geosphere"
"2-s2.0-85060141466","Geosp","Geosphere"
"2-s2.0-85079389383","Geosp","Geosphere"
"2-s2.0-85078145639","Geosp","Geosphere"
"2-s2.0-85088138680","Geosp","Geosphere"
"2-s2.0-85078980813","Geosp","Geosphere"
"2-s2.0-85087831770","Geosp","Geosphere"
"2-s2.0-85080095709","Geosp","Geosphere"
"2-s2.0-85080127733","Geosp","Geosphere"
"2-s2.0-85098134193","Geosp","Geosphere"
"2-s2.0-85080092726","Geosp","Geosphere"
"2-s2.0-85090910617","Human","Human"
"2-s2.0-85085637914","Human","Human"
"2-s2.0-85095804731","Human","Human"
"2-s2.0-85096115267","Human","Human"
"2-s2.0-85096149500","Human","Human"
"2-s2.0-85092051412","Human","Human"
"2-s2.0-85105966151","Human","Human"
"2-s2.0-85097032394","Human","Human"
"2-s2.0-85091496616","Human","Human"
"2-s2.0-85084860197","Human","Human"
"2-s2.0-85089385469","Human","Human"
"2-s2.0-85079326904","Human","Human"
"2-s2.0-85092288863","Ocean","Oceans"
"2-s2.0-85094105311","Ocean","Oceans"
"2-s2.0-85076177431","Ocean","Oceans"
"2-s2.0-85090422629","Ocean","Oceans"
"2-s2.0-85104634344","Ocean","Oceans"
"2-s2.0-85075797503","Ocean","Oceans"
"2-s2.0-85088880095","Ocean","Oceans"
"2-s2.0-85088414747","Ocean","Oceans"
"2-s2.0-85082429298","Ocean","Oceans"
"2-s2.0-85084312509","Space","Space"
"2-s2.0-85083528355","Space","Space"
"2-s2.0-85062835240","Atmos","Atmosphere"
"2-s2.0-85059512317","Atmos","Atmosphere"
"2-s2.0-85064766587","Atmos","Atmosphere"
"2-s2.0-85069923084","Atmos","Atmosphere"
"2-s2.0-85066824032","Atmos","Atmosphere"
"2-s2.0-85079912018","Atmos","Atmosphere"
"2-s2.0-85079887873","Atmos","Atmosphere"
"2-s2.0-85062303272","Atmos","Atmosphere"
"2-s2.0-85059738575","Atmos","Atmosphere"
"2-s2.0-85071769792","Atmos","Atmosphere"
"2-s2.0-85062458080","Atmos","Atmosphere"
"2-s2.0-85068515882","Atmos","Atmosphere"
"2-s2.0-85076945970","Atmos","Atmosphere"
"2-s2.0-85063565470","Atmos","Atmosphere"
"2-s2.0-85070914599","Bio","Bioshpere"
"2-s2.0-85083494929","Bio-M","Biosphere - Marine"
"2-s2.0-85059903438","Bio-M","Biosphere - Marine"
"2-s2.0-85061499874","Bio-M","Biosphere - Marine"
"2-s2.0-85077268786","Bio-M","Biosphere - Marine"
"2-s2.0-85064454496","Bio-M","Biosphere - Marine"
"2-s2.0-85079082957","Bio-M","Biosphere - Marine"
"2-s2.0-85059345962","Bio-M","Biosphere - Marine"
"2-s2.0-85059686203","Bio-M","Biosphere - Marine"
"2-s2.0-85061499159","Bio-M","Biosphere - Marine"
"2-s2.0-85071521147","Bio-M","Biosphere - Marine"
"2-s2.0-85062491210","Bio-M","Biosphere - Marine"
"2-s2.0-85071479925","Bio-M","Biosphere - Marine"
"2-s2.0-85073534144","Bio-M","Biosphere - Marine"
"2-s2.0-85071647570","Bio-M","Biosphere - Marine"
"2-s2.0-85070417560","Bio-M","Biosphere - Marine"
"2-s2.0-85069537894","Bio-M","Biosphere - Marine"
"2-s2.0-85069644176","Bio-M","Biosphere - Marine"
"2-s2.0-85065736217","Bio-M","Biosphere - Marine"
"2-s2.0-85065587686","Bio-M","Biosphere - Marine"
"2-s2.0-85075784857","Bio-M","Biosphere - Marine"
"2-s2.0-85065716426","Bio-M","Biosphere - Marine"
"2-s2.0-85064259963","Bio-M","Biosphere - Marine"
"2-s2.0-85063792384","Bio-M","Biosphere - Marine"
"2-s2.0-85076873173","Bio-M","Biosphere - Marine"
"2-s2.0-85075278013","Bio-M","Biosphere - Marine"
"2-s2.0-85074842112","Bio-M","Biosphere - Marine"
"2-s2.0-85072283600","Bio-M","Biosphere - Marine"
"2-s2.0-85067277200","Bio-M","Biosphere - Marine"
"2-s2.0-85073184583","Bio-M","Biosphere - Marine"
"2-s2.0-85065168788","Bio-M","Biosphere - Marine"
"2-s2.0-85059863540","Bio-M","Biosphere - Marine"
"2-s2.0-85064642386","Bio-M","Biosphere - Marine"
"2-s2.0-85074235153","Bio-M","Biosphere - Marine"
"2-s2.0-85066265900","Bio-M","Biosphere - Marine"
"2-s2.0-85060794639","Bio-M","Biosphere - Marine"
"2-s2.0-85079074018","Bio-M","Biosphere - Marine"
"2-s2.0-85062238256","Bio-M","Biosphere - Marine"
"2-s2.0-85064261702","Bio-M","Biosphere - Marine"
"2-s2.0-85066163475","Bio-M","Biosphere - Marine"
"2-s2.0-85070460271","Bio-M","Biosphere - Marine"
"2-s2.0-85062607560","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85066609794","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85065392528","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85081582563","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85060867986","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85088762061","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85056180729","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85073466222","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85069911477","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85060908797","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85074635779","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85068235500","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85061185769","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85074366098","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85068641644","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85069857938","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85069745160","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85061247341","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85059852412","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85067282760","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85061146872","Cryos","Cryosphere"
"2-s2.0-85061145650","Cryos","Cryosphere"
"2-s2.0-85071347457","Cryos","Cryosphere"
"2-s2.0-85069431832","Cryos","Cryosphere"
"2-s2.0-85070866000","Cryos","Cryosphere"
"2-s2.0-85061986805","Cryos","Cryosphere"
"2-s2.0-85058642400","Cryos","Cryosphere"
"2-s2.0-85065170189","Cryos","Cryosphere"
"2-s2.0-85061150126","Cryos","Cryosphere"
"2-s2.0-85065988446","Cryos","Cryosphere"
"2-s2.0-85065170869","Cryos","Cryosphere"
"2-s2.0-85066628553","Cryos","Cryosphere"
"2-s2.0-85066621301","Cryos","Cryosphere"
"2-s2.0-85075866245","Cryos","Cryosphere"
"2-s2.0-85064394393","Cryos","Cryosphere"
"2-s2.0-85064629187","Geosp","Geosphere"
"2-s2.0-85067925592","Geosp","Geosphere"
"2-s2.0-85075810376","Geosp","Geosphere"
"2-s2.0-85057577978","Geosp","Geosphere"
"2-s2.0-85066168748","Geosp","Geosphere"
"2-s2.0-85059241183","Geosp","Geosphere"
"2-s2.0-85074266350","Geosp","Geosphere"
"2-s2.0-85063403628","Geosp","Geosphere"
"2-s2.0-85064650153","Geosp","Geosphere"
"2-s2.0-85060110797","Geosp","Geosphere"
"2-s2.0-85060955085","Geosp","Geosphere"
"2-s2.0-85075354866","Geosp","Geosphere"
"2-s2.0-85054363078","Geosp","Geosphere"
"2-s2.0-85062569905","Geosp","Geosphere"
"2-s2.0-85062978303","Geosp","Geosphere"
"2-s2.0-85064861479","Geosp","Geosphere"
"2-s2.0-85058505756","Geosp","Geosphere"
"2-s2.0-85063946267","Geosp","Geosphere"
"2-s2.0-85061245141","Geosp","Geosphere"
"2-s2.0-85085741766","Human","Human"
"2-s2.0-85064554168","Human","Human"
"2-s2.0-85067421204","Human","Human"
"2-s2.0-85060944778","Human","Human"
"2-s2.0-85067032357","Human","Human"
"2-s2.0-85073681154","Human","Human"
"2-s2.0-85074510777","Human","Human"
"2-s2.0-85076369657","Human","Human"
"2-s2.0-85071880627","Human","Human"
"2-s2.0-85077170595","Human","Human"
"2-s2.0-85056857420","Human","Human"
"2-s2.0-85078335585","Human","Human"
"2-s2.0-85066063312","Human","Human"
"2-s2.0-85021948231","Human","Human"
"2-s2.0-85081378964","Human","Human"
"2-s2.0-85069775086","Ocean","Oceans"
"2-s2.0-85059225291","Ocean","Oceans"
"2-s2.0-85075502786","Ocean","Oceans"
"2-s2.0-85084944941","Ocean","Oceans"
"2-s2.0-85079080800","Ocean","Oceans"
"2-s2.0-85067897131","Ocean","Oceans"
"2-s2.0-85064946477","Ocean","Oceans"
"2-s2.0-85061723988","Ocean","Oceans"
"2-s2.0-85069525069","Space","Space"
"2-s2.0-85077163707","Space","Space"
"2-s2.0-85064508053","Space","Space"
"2-s2.0-85040646462","Atmos","Atmosphere"
"2-s2.0-85053275020","Atmos","Atmosphere"
"2-s2.0-85049875612","Atmos","Atmosphere"
"2-s2.0-85048816560","Atmos","Atmosphere"
"2-s2.0-85048757516","Atmos","Atmosphere"
"2-s2.0-85042266650","Atmos","Atmosphere"
"2-s2.0-85034610538","Atmos","Atmosphere"
"2-s2.0-85053711818","Atmos","Atmosphere"
"2-s2.0-85041314011","Atmos","Atmosphere"
"2-s2.0-85049860586","Atmos","Atmosphere"
"2-s2.0-85045237398","Atmos","Atmosphere"
"2-s2.0-85038035153","Atmos","Atmosphere"
"2-s2.0-85042523890","Atmos","Atmosphere"
"2-s2.0-85051085665","Atmos","Atmosphere"
"2-s2.0-85041029678","Atmos","Atmosphere"
"2-s2.0-85048130092","Atmos","Atmosphere"
"2-s2.0-85053859781","Atmos","Atmosphere"
"2-s2.0-85056641191","Atmos","Atmosphere"
"2-s2.0-85042230057","Atmos","Atmosphere"
"2-s2.0-85051401876","Bio-M","Biosphere - Marine"
"2-s2.0-85027159861","Bio-M","Biosphere - Marine"
"2-s2.0-85069558552","Bio-M","Biosphere - Marine"
"2-s2.0-85041069265","Bio-M","Biosphere - Marine"
"2-s2.0-85040581819","Bio-M","Biosphere - Marine"
"2-s2.0-85044383723","Bio-M","Biosphere - Marine"
"2-s2.0-85044395542","Bio-M","Biosphere - Marine"
"2-s2.0-85058757033","Bio-M","Biosphere - Marine"
"2-s2.0-85050696692","Bio-M","Biosphere - Marine"
"2-s2.0-85050355156","Bio-M","Biosphere - Marine"
"2-s2.0-85007417069","Bio-M","Biosphere - Marine"
"2-s2.0-85044739141","Bio-M","Biosphere - Marine"
"2-s2.0-85044779069","Bio-M","Biosphere - Marine"
"2-s2.0-85041427447","Bio-M","Biosphere - Marine"
"2-s2.0-85040917407","Bio-M","Biosphere - Marine"
"2-s2.0-85049954393","Bio-M","Biosphere - Marine"
"2-s2.0-85052064915","Bio-M","Biosphere - Marine"
"2-s2.0-85051068691","Bio-M","Biosphere - Marine"
"2-s2.0-85052713998","Bio-M","Biosphere - Marine"
"2-s2.0-85037355682","Bio-M","Biosphere - Marine"
"2-s2.0-85045299908","Bio-M","Biosphere - Marine"
"2-s2.0-85041167541","Bio-M","Biosphere - Marine"
"2-s2.0-85048295049","Bio-M","Biosphere - Marine"
"2-s2.0-85040953756","Bio-M","Biosphere - Marine"
"2-s2.0-85044932237","Bio-M","Biosphere - Marine"
"2-s2.0-85047238244","Bio-M","Biosphere - Marine"
"2-s2.0-85057107464","Bio-M","Biosphere - Marine"
"2-s2.0-85045303835","Bio-M","Biosphere - Marine"
"2-s2.0-85053730531","Bio-M","Biosphere - Marine"
"2-s2.0-85047075984","Bio-M","Biosphere - Marine"
"2-s2.0-85064136328","Bio-M","Biosphere - Marine"
"2-s2.0-85049191070","Bio-M","Biosphere - Marine"
"2-s2.0-85048356915","Bio-M","Biosphere - Marine"
"2-s2.0-85050271396","Bio-M","Biosphere - Marine"
"2-s2.0-85042289804","Bio-M","Biosphere - Marine"
"2-s2.0-85030699278","Bio-M","Biosphere - Marine"
"2-s2.0-85052830677","Bio-M","Biosphere - Marine"
"2-s2.0-85041139967","Bio-M","Biosphere - Marine"
"2-s2.0-85053443160","Bio-M","Biosphere - Marine"
"2-s2.0-85057025699","Bio-M","Biosphere - Marine"
"2-s2.0-85032443003","Bio-M","Biosphere - Marine"
"2-s2.0-85045102018","Bio-M","Biosphere - Marine"
"2-s2.0-85038037777","Bio-M","Biosphere - Marine"
"2-s2.0-85045425047","Bio-M","Biosphere - Marine"
"2-s2.0-85045085747","Bio-M","Biosphere - Marine"
"2-s2.0-85061903576","Bio-M","Biosphere - Marine"
"2-s2.0-85044405050","Bio-M","Biosphere - Marine"
"2-s2.0-85045628367","Bio-M","Biosphere - Marine"
"2-s2.0-85029217976","Bio-M","Biosphere - Marine"
"2-s2.0-85053512404","Bio-M","Biosphere - Marine"
"2-s2.0-85054289361","Bio-M","Biosphere - Marine"
"2-s2.0-85042216383","Bio-M","Biosphere - Marine"
"2-s2.0-85053157395","Bio-M","Biosphere - Marine"
"2-s2.0-85046719680","Bio-M","Biosphere - Marine"
"2-s2.0-85054328144","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85041036050","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85036574580","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85048421242","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85027715877","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85043482614","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85056352277","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85052851134","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85045067431","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85048093341","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85046844652","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85048805014","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85044028847","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85042533774","Cryos","Cryosphere"
"2-s2.0-85062653102","Cryos","Cryosphere"
"2-s2.0-85051515804","Cryos","Cryosphere"
"2-s2.0-85048967164","Cryos","Cryosphere"
"2-s2.0-85046715161","Cryos","Cryosphere"
"2-s2.0-85064264100","Cryos","Cryosphere"
"2-s2.0-85056662573","Cryos","Cryosphere"
"2-s2.0-85042545895","Cryos","Cryosphere"
"2-s2.0-85041327611","Cryos","Cryosphere"
"2-s2.0-85048090325","Cryos","Cryosphere"
"2-s2.0-85015251813","Cryos","Cryosphere"
"2-s2.0-85053393693","Cryos","Cryosphere"
"2-s2.0-85046170785","Cryos","Cryosphere"
"2-s2.0-85053501090","Cryos","Cryosphere"
"2-s2.0-85052938478","Cryos","Cryosphere"
"2-s2.0-85050478265","Cryos","Cryosphere"
"2-s2.0-85047020713","Cryos","Cryosphere"
"2-s2.0-85049500840","Cryos","Cryosphere"
"2-s2.0-85045918589","Cryos","Cryosphere"
"2-s2.0-85034582805","Geosp","Geosphere"
"2-s2.0-85047014240","Geosp","Geosphere"
"2-s2.0-85056826130","Geosp","Geosphere"
"2-s2.0-85059069275","Geosp","Geosphere"
"2-s2.0-85044468994","Geosp","Geosphere"
"2-s2.0-85054415028","Geosp","Geosphere"
"2-s2.0-85051129370","Geosp","Geosphere"
"2-s2.0-85048956902","Geosp","Geosphere"
"2-s2.0-85053563245","Geosp","Geosphere"
"2-s2.0-85041001964","Geosp","Geosphere"
"2-s2.0-85036621045","Geosp","Geosphere"
"2-s2.0-85034238772","Geosp","Geosphere"
"2-s2.0-85035126354","Geosp","Geosphere"
"2-s2.0-85039899079","Geosp","Geosphere"
"2-s2.0-85043977026","Geosp","Geosphere"
"2-s2.0-85055486089","Geosp","Geosphere"
"2-s2.0-85052096940","Geosp","Geosphere"
"2-s2.0-85050800782","Geosp","Geosphere"
"2-s2.0-85056890388","Geosp","Geosphere"
"2-s2.0-85051073153","Geosp","Geosphere"
"2-s2.0-85039056613","Geosp","Geosphere"
"2-s2.0-85055492639","Geosp","Geosphere"
"2-s2.0-85049727508","Geosp","Geosphere"
"2-s2.0-85041000120","Geosp","Geosphere"
"2-s2.0-85048508860","Geosp","Geosphere"
"2-s2.0-85038838832","Geosp","Geosphere"
"2-s2.0-85042233548","Geosp","Geosphere"
"2-s2.0-85055477097","Geosp","Geosphere"
"2-s2.0-85041558287","Human","Human"
"2-s2.0-85081891045","Human","Human"
"2-s2.0-85075648863","Human","Human"
"2-s2.0-85059724799","Human","Human"
"2-s2.0-85057334714","Human","Human"
"2-s2.0-85057341325","Human","Human"
"2-s2.0-85042870075","Human","Human"
"2-s2.0-85057828256","Human","Human"
"2-s2.0-85045437154","Human","Human"
"2-s2.0-85053282192","Human","Human"
"2-s2.0-85063880127","Human","Human"
"2-s2.0-85041584488","Human","Human"
"2-s2.0-85048523378","Human","Human"
"2-s2.0-85057299253","Human","Human"
"2-s2.0-85035220040","Human","Human"
"2-s2.0-85041070023","Human","Human"
"2-s2.0-85055289607","Ocean","Oceans"
"2-s2.0-85042529938","Ocean","Oceans"
"2-s2.0-85055938318","Ocean","Oceans"
"2-s2.0-85055094367","Ocean","Oceans"
"2-s2.0-85044663319","Ocean","Oceans"
"2-s2.0-85047376902","Ocean","Oceans"
"2-s2.0-85034774917","Ocean","Oceans"
"2-s2.0-85046006450","Ocean","Oceans"
"2-s2.0-85043715676","Ocean","Oceans"
"2-s2.0-85041892719","Space","Space"
"2-s2.0-85013093334","Atmos","Atmosphere"
"2-s2.0-85009999826","Atmos","Atmosphere"
"2-s2.0-85030556951","Atmos","Atmosphere"
"2-s2.0-85020230215","Atmos","Atmosphere"
"2-s2.0-85029751312","Atmos","Atmosphere"
"2-s2.0-85036645925","Atmos","Atmosphere"
"2-s2.0-85010866986","Atmos","Atmosphere"
"2-s2.0-85015889024","Atmos","Atmosphere"
"2-s2.0-85029492356","Atmos","Atmosphere"
"2-s2.0-85035356267","Atmos","Atmosphere"
"2-s2.0-85010075824","Atmos","Atmosphere"
"2-s2.0-85034620014","Atmos","Atmosphere"
"2-s2.0-85021217595","Atmos","Atmosphere"
"2-s2.0-85032857496","Atmos","Atmosphere"
"2-s2.0-85010369686","Atmos","Atmosphere"
"2-s2.0-85016957668","Bio","Bioshpere"
"2-s2.0-85010443330","Bio","Bioshpere"
"2-s2.0-85015029408","Bio-M","Biosphere - Marine"
"2-s2.0-84997794962","Bio-M","Biosphere - Marine"
"2-s2.0-85036517897","Bio-M","Biosphere - Marine"
"2-s2.0-85012895956","Bio-M","Biosphere - Marine"
"2-s2.0-84994472526","Bio-M","Biosphere - Marine"
"2-s2.0-85030722926","Bio-M","Biosphere - Marine"
"2-s2.0-85018529850","Bio-M","Biosphere - Marine"
"2-s2.0-85002831767","Bio-M","Biosphere - Marine"
"2-s2.0-85034241874","Bio-M","Biosphere - Marine"
"2-s2.0-85018355787","Bio-M","Biosphere - Marine"
"2-s2.0-85019186903","Bio-M","Biosphere - Marine"
"2-s2.0-85017178742","Bio-M","Biosphere - Marine"
"2-s2.0-84964380981","Bio-M","Biosphere - Marine"
"2-s2.0-84971644020","Bio-M","Biosphere - Marine"
"2-s2.0-85015611580","Bio-M","Biosphere - Marine"
"2-s2.0-85055011677","Bio-M","Biosphere - Marine"
"2-s2.0-85013157837","Bio-M","Biosphere - Marine"
"2-s2.0-84988428923","Bio-M","Biosphere - Marine"
"2-s2.0-85054734683","Bio-M","Biosphere - Marine"
"2-s2.0-85015952316","Bio-M","Biosphere - Marine"
"2-s2.0-85014103268","Bio-M","Biosphere - Marine"
"2-s2.0-85032707094","Bio-M","Biosphere - Marine"
"2-s2.0-85014055914","Bio-M","Biosphere - Marine"
"2-s2.0-84979680231","Bio-M","Biosphere - Marine"
"2-s2.0-85006269374","Bio-M","Biosphere - Marine"
"2-s2.0-85019764672","Bio-M","Biosphere - Marine"
"2-s2.0-85038233032","Bio-M","Biosphere - Marine"
"2-s2.0-84984917470","Bio-M","Biosphere - Marine"
"2-s2.0-85016642613","Bio-M","Biosphere - Marine"
"2-s2.0-85034846189","Bio-M","Biosphere - Marine"
"2-s2.0-85018489479","Bio-M","Biosphere - Marine"
"2-s2.0-85026363731","Bio-M","Biosphere - Marine"
"2-s2.0-85018477837","Bio-M","Biosphere - Marine"
"2-s2.0-85041725248","Bio-M","Biosphere - Marine"
"2-s2.0-85028746498","Bio-M","Biosphere - Marine"
"2-s2.0-84961785423","Bio-M","Biosphere - Marine"
"2-s2.0-85030854128","Bio-M","Biosphere - Marine"
"2-s2.0-85010756772","Bio-M","Biosphere - Marine"
"2-s2.0-85023632050","Bio-M","Biosphere - Marine"
"2-s2.0-85025592344","Bio-M","Biosphere - Marine"
"2-s2.0-84976306094","Bio-M","Biosphere - Marine"
"2-s2.0-85011002992","Bio-M","Biosphere - Marine"
"2-s2.0-85016245434","Bio-M","Biosphere - Marine"
"2-s2.0-85032437384","Bio-T","Biosphere - Terrestrial"
